tx_id,customer_id,amount,timestamp,merchant_category,segment,age,income,is_fraud,amount_risk_bucket,is_night_tx
TX001818,C0124,73.28,2024-08-23 18:03:56,Dining,Standard,21,"61,362.00",0,Low,0
TX007564,C0385,73.27,2024-07-30 16:23:42,Groceries,Standard,28,"57,003.00",0,Low,0
TX007027,C0402,73.18,2024-02-16 09:36:21,Online Shopping,Basic,30,"27,677.00",0,Low,0
TX002006,C0456,73.18,2024-12-12 05:02:14,Online Shopping,Standard,28,"27,970.00",0,Low,0
TX003473,C0201,73.16,2024-09-14 04:01:02,Clothing,Basic,42,"30,629.00",0,Low,1
TX007712,C0359,73.13,2024-05-24 18:52:01,Groceries,Standard,41,"73,415.00",0,Low,0
TX007061,C0463,73.13,2024-06-01 09:57:30,Dining,Student,29,"9,084.00",0,Low,0
TX002770,C0134,73.1,2024-07-08 17:05:26,Healthcare,Basic,43,"21,817.00",0,Low,0
TX005557,C0379,73.09,2024-08-26 15:33:51,Groceries,Standard,64,"73,196.00",0,Low,0
TX002706,C0319,73.05,2024-01-17 01:46:19,Entertainment,Basic,41,"27,640.00",0,Low,1
TX002441,C0387,73.04,2024-04-10 07:42:41,Fuel,Student,42,"17,832.00",0,Low,0
TX006959,C0457,73.02,2024-02-15 23:48:34,Online Shopping,Basic,36,"34,331.00",0,Low,0
TX003816,C0089,73.02,2024-03-11 22:17:51,Clothing,Standard,31,"54,945.00",0,Low,0
TX005111,C0481,72.94,2024-08-28 12:42:08,Groceries,Standard,36,"44,963.00",0,Low,0
TX005106,C0137,72.92,2024-08-04 21:57:33,Clothing,Premium,28,"101,976.00",0,Low,0
TX002992,C0265,72.9,2024-05-20 20:48:32,Entertainment,Student,34,"8,000.00",0,Low,0
TX005546,C0059,72.88,2024-02-13 03:19:08,Fuel,Basic,41,"29,342.00",0,Low,1
TX005508,C0408,72.86,2024-09-05 20:52:51,Dining,Basic,36,"23,954.00",0,Low,0
TX004537,C0417,72.84,2024-11-20 18:21:42,Groceries,Student,56,"20,560.00",0,Low,0
TX005160,C0233,72.83,2024-12-01 16:28:33,Online Shopping,Basic,38,"29,486.00",0,Low,0
TX006588,C0336,72.79,2024-02-24 05:55:05,Online Shopping,Basic,36,"19,041.00",0,Low,0
TX007733,C0389,72.79,2024-10-05 17:02:24,Healthcare,Standard,49,"43,210.00",0,Low,0
TX004366,C0159,72.78,2024-05-30 06:48:22,Groceries,Basic,23,"25,597.00",0,Low,0
TX006310,C0223,72.72,2024-12-17 04:08:44,Fuel,Standard,46,"58,016.00",0,Low,1
TX001249,C0165,72.71,2024-11-08 04:22:11,Fuel,Standard,49,"66,575.00",0,Low,1
TX002920,C0116,72.7,2024-06-28 00:13:22,Dining,Standard,41,"57,963.00",0,Low,1
TX005963,C0079,72.7,2024-10-31 14:57:58,Clothing,Standard,39,"48,307.00",0,Low,0
TX001778,C0033,72.66,2024-02-14 11:37:01,Clothing,Standard,37,"78,482.00",0,Low,0
TX006521,C0127,72.63,2024-05-29 02:40:16,Groceries,Standard,26,"54,634.00",0,Low,1
TX001682,C0440,72.63,2024-10-06 00:10:48,Groceries,Standard,37,"49,943.00",0,Low,1
TX004903,C0257,72.63,2024-11-27 02:44:35,Dining,Basic,53,"24,888.00",0,Low,1
TX004732,C0443,72.61,2024-05-21 20:31:53,Entertainment,Premium,18,"78,354.00",0,Low,0
TX000102,C0405,72.61,2024-09-20 01:31:23,Entertainment,Basic,32,"24,655.00",0,Low,1
TX000613,C0220,72.6,2024-07-31 06:25:36,Fuel,Basic,38,"32,919.00",0,Low,0
TX006223,C0276,72.58,2024-07-03 22:33:39,Healthcare,Standard,43,"59,217.00",0,Low,0
TX006701,C0049,72.55,2024-04-17 20:25:08,Groceries,Standard,42,"82,699.00",0,Low,0
TX007235,C0066,72.49,2024-05-10 15:46:47,Entertainment,Basic,54,"40,633.00",0,Low,0
TX002286,C0474,72.49,2024-07-24 19:19:49,Groceries,Standard,54,"41,727.00",0,Low,0
TX001731,C0337,72.49,2024-08-17 14:15:40,Healthcare,Standard,28,"53,675.00",0,Low,0
TX006330,C0330,72.47,2024-03-15 07:10:06,Healthcare,Standard,45,"53,052.00",0,Low,0
TX001244,C0224,72.47,2024-06-13 22:45:55,Clothing,Basic,18,"38,405.00",0,Low,0
TX006390,C0051,72.4,2024-04-02 19:43:11,Dining,Standard,41,"32,117.00",0,Low,0
TX005828,C0022,72.39,2024-11-14 04:54:46,Online Shopping,Student,35,"15,746.00",0,Low,1
TX003866,C0345,72.36,2024-01-28 21:48:37,Clothing,Student,32,"13,483.00",1,Low,0
TX003268,C0296,72.34,2024-11-04 13:52:21,Entertainment,Student,29,"9,663.00",0,Low,0
TX001956,C0285,72.31,2024-05-06 22:27:51,Groceries,Basic,63,"31,439.00",0,Low,0
TX002419,C0218,72.29,2024-12-30 23:07:12,Groceries,Standard,35,"62,435.00",1,Low,0
TX004347,C0126,72.28,2024-06-10 06:41:46,Clothing,Standard,64,"46,394.00",0,Low,0
TX001667,C0455,72.28,2024-08-26 19:19:04,Fuel,Standard,31,"37,448.00",0,Low,0
TX000467,C0445,72.24,2024-03-25 09:51:02,Groceries,Student,22,"15,642.00",0,Low,0
TX000745,C0409,72.23,2024-04-15 04:47:16,Groceries,Standard,39,"63,047.00",0,Low,1
TX001200,C0344,72.22,2024-02-02 04:01:03,Groceries,Standard,31,"79,425.00",0,Low,1
TX005609,C0050,72.22,2024-10-21 16:55:38,Entertainment,Basic,18,"21,439.00",0,Low,0
TX003145,C0369,72.18,2024-04-12 07:50:12,Fuel,Student,39,"15,677.00",0,Low,0
TX001162,C0321,72.16,2024-04-13 09:14:20,Groceries,Standard,39,"44,897.00",0,Low,0
TX000013,C0139,72.15,2024-01-10 16:27:18,Dining,Student,47,"13,067.00",0,Low,0
TX001171,C0476,72.1,2024-03-18 02:24:34,Groceries,Standard,35,"80,675.00",0,Low,1
TX002710,C0153,72.1,2024-05-19 18:54:00,Groceries,Student,29,"20,906.00",0,Low,0
TX004006,C0491,72.03,2024-11-23 09:26:52,Groceries,Student,37,"20,206.00",0,Low,0
TX000057,C0255,72.02,2024-03-03 11:10:28,Groceries,Basic,19,"22,068.00",0,Low,0
TX001024,C0417,72.02,2024-04-29 22:10:54,Online Shopping,Student,56,"20,560.00",0,Low,0
TX007953,C0012,72,2024-10-08 09:42:58,Entertainment,Standard,32,"66,193.00",0,Low,0
TX000166,C0367,71.99,2024-01-26 20:42:37,Online Shopping,Student,40,"17,155.00",0,Low,0
TX004243,C0367,71.99,2024-07-07 16:58:51,Groceries,Student,40,"17,155.00",0,Low,0
TX006009,C0041,71.97,2024-03-07 21:14:53,Entertainment,Standard,46,"39,681.00",0,Low,0
TX001734,C0138,71.96,2024-02-23 22:30:54,Dining,Student,34,"17,588.00",0,Low,0
TX001518,C0403,71.86,2024-07-12 06:04:06,Dining,Student,38,"16,069.00",0,Low,0
TX007141,C0211,71.85,2024-02-14 03:39:52,Groceries,Student,44,"17,451.00",0,Low,1
TX004477,C0012,71.85,2024-09-08 13:49:47,Dining,Standard,32,"66,193.00",0,Low,0
TX006543,C0169,71.84,2024-11-27 12:03:52,Healthcare,Standard,35,"49,563.00",0,Low,0
TX006643,C0182,71.82,2024-07-26 17:49:40,Entertainment,Basic,27,"26,575.00",0,Low,0
TX005394,C0191,71.81,2024-02-22 23:30:45,Dining,Standard,32,"70,454.00",0,Low,0
TX004869,C0156,71.81,2024-07-08 07:50:06,Entertainment,Student,29,"16,583.00",0,Low,0
TX004851,C0178,71.79,2024-06-16 00:05:36,Dining,Standard,55,"35,755.00",0,Low,1
TX001868,C0188,71.77,2024-03-31 12:53:32,Groceries,Standard,37,"86,151.00",0,Low,0
TX002751,C0457,71.75,2024-03-26 01:03:36,Clothing,Basic,36,"34,331.00",0,Low,1
TX005410,C0074,71.73,2024-04-07 11:41:21,Groceries,Basic,56,"18,553.00",0,Low,0
TX005265,C0343,71.73,2024-07-17 23:14:26,Entertainment,Standard,40,"63,534.00",0,Low,0
TX001704,C0488,71.71,2024-08-11 18:28:36,Groceries,Student,25,"12,577.00",0,Low,0
TX006400,C0070,71.67,2024-12-07 23:52:38,Dining,Basic,30,"41,520.00",0,Low,0
TX001476,C0123,71.58,2024-10-19 10:03:26,Online Shopping,Basic,54,"27,437.00",0,Low,0
TX004065,C0045,71.54,2024-05-26 04:54:48,Entertainment,Standard,20,"35,795.00",0,Low,1
TX005611,C0498,71.53,2024-09-09 17:03:32,Clothing,Basic,35,"31,092.00",0,Low,0
TX000287,C0117,71.52,2024-11-04 19:52:06,Clothing,Basic,37,"46,602.00",0,Low,0
TX001503,C0382,71.51,2024-02-22 02:44:53,Groceries,Standard,30,"60,899.00",0,Low,1
TX001279,C0092,71.5,2024-10-15 01:37:40,Dining,Basic,49,"37,018.00",0,Low,1
TX000320,C0399,71.49,2024-12-05 09:45:27,Dining,Basic,36,"30,654.00",0,Low,0
TX004376,C0288,71.43,2024-10-06 01:21:19,Dining,Premium,45,"42,884.00",0,Low,1
TX001609,C0198,71.41,2024-01-11 08:33:06,Groceries,Standard,39,"55,779.00",0,Low,0
TX004357,C0298,71.41,2024-12-02 13:29:39,Entertainment,Standard,41,"59,796.00",0,Low,0
TX001078,C0051,71.4,2024-10-07 16:06:48,Clothing,Standard,41,"32,117.00",0,Low,0
TX002980,C0314,71.4,2024-11-19 03:24:19,Groceries,Student,47,"21,998.00",0,Low,1
TX003045,C0318,71.39,2024-03-03 08:29:23,Dining,Standard,34,"68,423.00",0,Low,0
TX000052,C0169,71.37,2024-03-17 11:16:53,Dining,Standard,35,"49,563.00",0,Low,0
TX001095,C0296,71.36,2024-02-05 05:54:15,Groceries,Student,29,"9,663.00",1,Low,0
TX005600,C0317,71.36,2024-10-10 20:18:57,Fuel,Premium,46,"68,447.00",0,Low,0
TX004123,C0401,71.28,2024-04-05 07:18:06,Groceries,Standard,18,"68,786.00",0,Low,0
TX000035,C0337,71.27,2024-05-18 03:57:40,Clothing,Standard,28,"53,675.00",0,Low,1
TX001161,C0056,71.24,2024-06-05 22:02:36,Healthcare,Standard,49,"60,280.00",0,Low,0
TX007920,C0275,71.21,2024-08-02 17:35:12,Groceries,Student,26,"18,035.00",0,Low,0
TX000360,C0405,71.19,2024-06-07 14:46:42,Groceries,Basic,32,"24,655.00",0,Low,0
TX007881,C0299,71.19,2024-10-12 04:05:27,Online Shopping,Standard,47,"31,105.00",0,Low,1
TX007562,C0209,71.17,2024-05-27 09:23:08,Online Shopping,Standard,44,"71,622.00",0,Low,0
TX000141,C0436,71.16,2024-06-22 11:28:25,Entertainment,Standard,38,"73,281.00",0,Low,0
TX007631,C0079,71.15,2024-08-28 17:49:56,Clothing,Standard,39,"48,307.00",0,Low,0
TX007750,C0062,71.13,2024-01-02 16:52:18,Clothing,Basic,35,"33,654.00",0,Low,0
TX003274,C0156,71.11,2024-04-04 09:47:24,Groceries,Student,29,"16,583.00",0,Low,0
TX006063,C0117,71.11,2024-10-13 04:06:01,Entertainment,Basic,37,"46,602.00",1,Low,1
TX006142,C0373,71.06,2024-02-08 09:18:20,Clothing,Premium,55,"67,934.00",0,Low,0
TX007996,C0425,71.02,2024-10-24 05:53:06,Entertainment,Standard,45,"55,849.00",0,Low,0
TX006944,C0455,71,2024-06-11 20:36:57,Dining,Standard,31,"37,448.00",0,Low,0
TX004987,C0167,70.99,2024-02-09 21:29:15,Dining,Standard,47,"72,231.00",0,Low,0
TX007797,C0092,70.99,2024-03-03 13:58:54,Healthcare,Basic,49,"37,018.00",0,Low,0
TX005590,C0003,70.98,2024-02-21 13:14:03,Clothing,Standard,45,"73,097.00",0,Low,0
TX003935,C0182,70.98,2024-08-08 12:53:17,Fuel,Basic,27,"26,575.00",0,Low,0
TX005824,C0099,70.95,2024-06-11 00:12:50,Entertainment,Basic,38,"21,987.00",1,Low,1
TX007260,C0214,70.95,2024-10-26 17:02:29,Dining,Standard,45,"83,710.00",0,Low,0
TX006178,C0026,70.94,2024-02-06 08:31:32,Dining,Basic,39,"21,787.00",0,Low,0
TX004899,C0181,70.9,2024-03-14 16:55:27,Online Shopping,Basic,45,"17,547.00",0,Low,0
TX002633,C0258,70.88,2024-05-13 09:00:47,Dining,Standard,29,"35,153.00",0,Low,0
TX006961,C0307,70.85,2024-04-13 15:12:28,Dining,Standard,53,"56,834.00",0,Low,0
TX004743,C0396,70.84,2024-02-06 08:31:42,Dining,Basic,32,"49,943.00",0,Low,0
TX002058,C0058,70.83,2024-08-08 14:33:26,Groceries,Student,34,"20,775.00",1,Low,0
TX003631,C0180,70.81,2024-04-14 14:45:07,Groceries,Standard,70,"47,593.00",0,Low,0
TX005613,C0079,70.79,2024-08-21 12:52:23,Online Shopping,Standard,39,"48,307.00",0,Low,0
TX004676,C0188,70.73,2024-09-25 12:26:58,Clothing,Standard,37,"86,151.00",0,Low,0
TX000604,C0387,70.72,2024-10-03 17:31:20,Groceries,Student,42,"17,832.00",0,Low,0
TX002564,C0212,70.71,2024-01-01 09:30:57,Dining,Student,51,"10,786.00",0,Low,0
TX002708,C0052,70.68,2024-03-30 06:16:14,Entertainment,Basic,33,"24,464.00",0,Low,0
TX002140,C0290,70.68,2024-05-16 03:55:54,Groceries,Student,30,"18,763.00",0,Low,1
TX001649,C0293,70.67,2024-02-28 06:58:08,Clothing,Basic,30,"34,400.00",1,Low,0
TX007893,C0474,70.66,2024-05-19 05:13:59,Entertainment,Standard,54,"41,727.00",0,Low,0
TX001895,C0046,70.66,2024-05-31 18:48:27,Groceries,Premium,29,"116,173.00",0,Low,0
TX005035,C0388,70.65,2024-04-30 15:18:35,Clothing,Basic,60,"37,653.00",0,Low,0
TX003899,C0090,70.65,2024-12-19 05:21:48,Groceries,Standard,44,"37,624.00",0,Low,0
TX005874,C0437,70.64,2024-12-01 23:00:05,Groceries,Standard,57,"51,798.00",0,Low,0
TX002352,C0451,70.63,2024-03-16 12:09:27,Entertainment,Basic,37,"9,568.00",0,Low,0
TX002335,C0089,70.62,2024-07-30 21:20:24,Clothing,Standard,31,"54,945.00",0,Low,0
TX003151,C0499,70.61,2024-12-21 14:09:43,Dining,Standard,27,"49,520.00",0,Low,0
TX006998,C0129,70.58,2024-09-17 17:42:52,Healthcare,Basic,39,"43,820.00",0,Low,0
TX002646,C0335,70.55,2024-07-01 21:11:20,Online Shopping,Standard,49,"46,637.00",0,Low,0
TX007910,C0030,70.54,2024-01-05 16:25:41,Healthcare,Standard,34,"32,152.00",0,Low,0
TX004246,C0063,70.54,2024-04-19 12:17:57,Clothing,Student,24,"17,279.00",0,Low,0
TX003848,C0112,70.54,2024-09-27 00:47:24,Groceries,Basic,37,"35,081.00",0,Low,1
TX000174,C0144,70.51,2024-10-13 09:15:58,Dining,Standard,40,"70,706.00",0,Low,0
TX004114,C0006,70.51,2024-10-29 20:44:22,Entertainment,Standard,35,"49,099.00",0,Low,0
TX004092,C0453,70.49,2024-08-27 18:18:20,Clothing,Basic,26,"19,064.00",0,Low,0
TX003905,C0445,70.43,2024-01-23 22:39:49,Dining,Student,22,"15,642.00",0,Low,0
TX000508,C0368,70.43,2024-06-17 12:28:42,Online Shopping,Standard,38,"41,189.00",0,Low,0
TX000337,C0107,70.42,2024-03-22 04:31:09,Clothing,Premium,60,"91,788.00",0,Low,1
TX000199,C0112,70.38,2024-12-30 17:42:51,Dining,Basic,37,"35,081.00",0,Low,0
TX005167,C0440,70.36,2024-03-22 16:26:21,Fuel,Standard,37,"49,943.00",0,Low,0
TX005626,C0361,70.33,2024-03-27 00:11:51,Online Shopping,Student,44,"21,690.00",0,Low,1
TX002149,C0069,70.23,2024-10-04 05:58:19,Groceries,Premium,42,"87,307.00",0,Low,0
TX005974,C0314,70.21,2024-11-21 19:56:02,Groceries,Student,47,"21,998.00",0,Low,0
TX006862,C0092,70.2,2024-07-07 02:47:38,Online Shopping,Basic,49,"37,018.00",0,Low,1
TX004409,C0348,70.17,2024-04-30 12:58:41,Groceries,Basic,21,"21,881.00",0,Low,0
TX007862,C0383,70.15,2024-08-19 13:03:16,Clothing,Standard,18,"57,880.00",0,Low,0
TX004837,C0001,70.13,2024-01-12 18:19:51,Dining,Basic,43,"28,663.00",0,Low,0
TX003814,C0129,70.12,2024-03-21 14:06:09,Dining,Basic,39,"43,820.00",0,Low,0
TX003213,C0170,70.11,2024-04-02 02:56:24,Groceries,Standard,28,"38,204.00",0,Low,1
TX004580,C0283,70.1,2024-05-15 16:15:46,Groceries,Standard,57,"40,171.00",0,Low,0
TX006629,C0105,70.07,2024-01-30 14:06:50,Entertainment,Standard,36,"75,990.00",0,Low,0
TX007428,C0123,70.06,2024-03-15 22:34:16,Dining,Basic,54,"27,437.00",0,Low,0
TX001638,C0273,70.06,2024-07-24 00:03:52,Groceries,Premium,51,"107,842.00",0,Low,1
TX001428,C0327,70.05,2024-12-24 01:54:19,Clothing,Basic,51,"35,070.00",0,Low,1
TX004084,C0221,70.04,2024-07-09 04:00:30,Online Shopping,Premium,65,"162,102.00",0,Low,1
TX003986,C0020,70.03,2024-08-03 13:37:15,Clothing,Standard,21,"59,185.00",0,Low,0
TX000950,C0449,70.03,2024-11-09 22:49:53,Groceries,Standard,31,"69,243.00",1,Low,0
TX003826,C0214,70.01,2024-01-25 14:05:51,Entertainment,Standard,45,"83,710.00",0,Low,0
TX001854,C0360,69.98,2024-09-25 20:46:21,Fuel,Basic,28,"20,322.00",0,Low,0
TX003380,C0395,69.93,2024-02-25 21:23:36,Dining,Student,52,"16,554.00",0,Low,0
TX003262,C0417,69.91,2024-03-22 03:54:05,Groceries,Student,56,"20,560.00",0,Low,1
TX004248,C0380,69.9,2024-07-26 06:13:49,Dining,Basic,28,"31,133.00",0,Low,0
TX006654,C0215,69.88,2024-12-18 05:49:55,Entertainment,Basic,34,"28,474.00",0,Low,0
TX005214,C0489,69.86,2024-10-27 00:55:18,Clothing,Basic,58,"35,936.00",0,Low,1
TX005014,C0367,69.85,2024-11-05 13:05:28,Dining,Student,40,"17,155.00",0,Low,0
TX003389,C0039,69.82,2024-10-30 04:31:04,Fuel,Standard,22,"61,600.00",0,Low,1
TX001535,C0052,69.82,2024-11-07 06:45:29,Entertainment,Basic,33,"24,464.00",1,Low,0
TX000259,C0229,69.81,2024-04-06 19:09:20,Groceries,Basic,29,"43,067.00",0,Low,0
TX002111,C0368,69.8,2024-03-25 11:21:23,Clothing,Standard,38,"41,189.00",0,Low,0
TX007374,C0099,69.78,2024-04-03 13:03:58,Fuel,Basic,38,"21,987.00",0,Low,0
TX003386,C0056,69.78,2024-04-08 12:59:59,Groceries,Standard,49,"60,280.00",0,Low,0
TX005217,C0151,69.77,2024-01-26 09:45:46,Entertainment,Standard,41,"64,784.00",0,Low,0
TX000956,C0424,69.75,2024-10-15 14:22:26,Groceries,Premium,49,"84,390.00",0,Low,0
TX003801,C0175,69.72,2024-02-14 23:32:23,Dining,Premium,41,"88,592.00",0,Low,0
TX000907,C0232,69.68,2024-09-07 07:36:12,Groceries,Standard,40,"43,685.00",0,Low,0
TX000831,C0161,69.64,2024-11-15 01:54:27,Clothing,Premium,26,"89,233.00",0,Low,1
TX000773,C0407,69.63,2024-02-27 19:23:33,Dining,Standard,25,"52,375.00",0,Low,0
TX007158,C0108,69.63,2024-09-03 09:51:12,Dining,Basic,40,"24,824.00",0,Low,0
TX003964,C0445,69.62,2024-12-15 18:10:04,Clothing,Student,22,"15,642.00",0,Low,0
TX003114,C0077,69.61,2024-06-02 03:38:31,Clothing,Standard,39,"67,609.00",1,Low,1
TX001521,C0313,69.6,2024-04-01 02:35:53,Healthcare,Basic,47,"18,779.00",0,Low,1
TX003738,C0083,69.59,2024-12-15 00:58:46,Entertainment,Standard,55,"31,241.00",0,Low,1
TX005935,C0391,69.58,2024-04-15 08:26:02,Groceries,Student,27,"8,000.00",0,Low,0
TX002724,C0295,69.58,2024-07-02 05:52:43,Groceries,Standard,42,"56,580.00",0,Low,0
TX001399,C0022,69.53,2024-02-10 13:59:48,Groceries,Student,35,"15,746.00",1,Low,0
TX002560,C0377,69.53,2024-09-12 07:06:23,Dining,Premium,48,"57,230.00",0,Low,0
TX000606,C0259,69.52,2024-08-23 18:06:33,Fuel,Standard,43,"79,630.00",0,Low,0
TX001774,C0391,69.48,2024-05-07 07:30:56,Entertainment,Student,27,"8,000.00",1,Low,0
TX000802,C0387,69.47,2024-04-18 23:20:57,Fuel,Student,42,"17,832.00",0,Low,0
TX001515,C0437,69.47,2024-05-15 18:50:13,Groceries,Standard,57,"51,798.00",0,Low,0
TX002704,C0277,69.38,2024-03-24 08:49:21,Dining,Standard,40,"56,563.00",1,Low,0
TX003372,C0126,69.36,2024-08-29 14:51:23,Groceries,Standard,64,"46,394.00",0,Low,0
TX000555,C0066,69.36,2024-11-06 08:34:07,Groceries,Basic,54,"40,633.00",0,Low,0
TX002712,C0311,69.36,2024-12-05 20:57:44,Dining,Basic,35,"24,384.00",0,Low,0
TX004772,C0011,69.35,2024-11-23 11:15:20,Groceries,Standard,32,"34,602.00",0,Low,0
TX005401,C0099,69.34,2024-09-06 05:59:47,Groceries,Basic,38,"21,987.00",0,Low,0
TX002264,C0169,69.34,2024-10-20 11:42:35,Dining,Standard,35,"49,563.00",0,Low,0
TX006021,C0130,69.3,2024-10-27 12:14:16,Online Shopping,Standard,31,"61,544.00",1,Low,0
TX004282,C0285,69.27,2024-08-18 09:57:18,Groceries,Basic,63,"31,439.00",0,Low,0
TX003991,C0242,69.27,2024-11-09 18:01:23,Groceries,Premium,36,"53,171.00",0,Low,0
TX003626,C0424,69.26,2024-02-23 01:03:43,Dining,Premium,49,"84,390.00",0,Low,1
TX004965,C0068,69.26,2024-09-09 09:39:33,Online Shopping,Basic,50,"35,672.00",0,Low,0
TX001728,C0280,69.26,2024-09-20 07:27:53,Clothing,Student,33,"13,877.00",0,Low,0
TX007397,C0188,69.24,2024-10-31 20:07:56,Clothing,Standard,37,"86,151.00",0,Low,0
TX004874,C0251,69.21,2024-08-18 04:28:52,Dining,Standard,22,"38,555.00",0,Low,1
TX006942,C0246,69.21,2024-12-01 23:08:49,Entertainment,Basic,33,"41,005.00",0,Low,0
TX005558,C0387,69.18,2024-06-20 23:53:02,Clothing,Student,42,"17,832.00",0,Low,0
TX000683,C0226,69.15,2024-03-04 10:36:24,ATM Withdrawal,Premium,51,"125,610.00",0,Low,0
TX002662,C0310,69.14,2024-01-25 03:10:05,Entertainment,Standard,35,"55,608.00",1,Low,1
TX004037,C0421,69.13,2024-04-25 07:17:56,Online Shopping,Standard,62,"39,023.00",0,Low,0
TX004660,C0364,69.13,2024-05-23 22:15:51,Clothing,Standard,42,"54,163.00",0,Low,0
TX002079,C0197,69.08,2024-04-05 04:22:52,Groceries,Standard,27,"65,914.00",1,Low,1
TX003519,C0053,69.05,2024-02-03 04:14:41,Fuel,Basic,29,"29,635.00",0,Low,1
TX000295,C0350,69.05,2024-09-27 13:10:57,Groceries,Basic,35,"20,208.00",0,Low,0
TX002492,C0452,68.99,2024-10-13 18:39:12,Healthcare,Standard,49,"69,014.00",0,Low,0
TX004535,C0217,68.93,2024-03-17 04:32:44,Groceries,Premium,28,"116,102.00",0,Low,1
TX004155,C0251,68.93,2024-03-31 14:44:11,Fuel,Standard,22,"38,555.00",0,Low,0
TX006415,C0304,68.93,2024-12-15 20:18:59,Groceries,Basic,45,"40,913.00",0,Low,0
TX005317,C0407,68.91,2024-02-02 06:47:24,Groceries,Standard,25,"52,375.00",0,Low,0
TX005696,C0448,68.88,2024-08-11 04:59:09,Entertainment,Standard,26,"72,859.00",0,Low,1
TX004224,C0431,68.88,2024-11-07 19:53:47,Clothing,Student,23,"11,242.00",0,Low,0
TX005631,C0189,68.87,2024-10-04 19:29:00,Clothing,Premium,27,"101,458.00",0,Low,0
TX001374,C0048,68.83,2024-01-10 17:37:51,Dining,Student,50,"14,603.00",0,Low,0
TX002860,C0025,68.83,2024-03-30 17:04:28,Groceries,Standard,31,"71,104.00",0,Low,0
TX005017,C0266,68.83,2024-05-31 03:00:01,Groceries,Basic,23,"48,327.00",0,Low,1
TX006509,C0255,68.82,2024-03-10 13:10:00,Dining,Basic,19,"22,068.00",0,Low,0
TX001036,C0158,68.77,2024-10-15 08:15:56,Entertainment,Standard,43,"58,910.00",0,Low,0
TX007894,C0146,68.77,2024-11-07 17:24:35,Groceries,Basic,47,"26,328.00",0,Low,0
TX005876,C0492,68.71,2024-07-01 06:53:31,Groceries,Student,55,"21,246.00",0,Low,0
TX005412,C0308,68.71,2024-08-26 20:02:49,Groceries,Standard,30,"63,149.00",0,Low,0
TX004606,C0133,68.7,2024-07-21 02:05:21,Groceries,Standard,25,"64,202.00",0,Low,1
TX004704,C0039,68.7,2024-12-04 06:09:07,Clothing,Standard,22,"61,600.00",0,Low,0
TX003992,C0146,68.69,2024-07-03 02:11:22,Entertainment,Basic,47,"26,328.00",0,Low,1
TX000588,C0055,68.68,2024-08-10 18:30:20,Healthcare,Standard,50,"51,381.00",0,Low,0
TX002806,C0152,68.68,2024-10-28 15:08:50,Clothing,Premium,42,"42,708.00",0,Low,0
TX007798,C0052,68.65,2024-12-16 01:08:38,Groceries,Basic,33,"24,464.00",0,Low,1
TX001202,C0067,68.61,2024-03-29 19:27:08,Clothing,Basic,37,"31,572.00",0,Low,0
TX007216,C0376,68.58,2024-01-01 17:56:10,Groceries,Premium,28,"108,274.00",1,Low,0
TX000681,C0213,68.57,2024-08-29 01:21:01,Groceries,Standard,49,"45,643.00",0,Low,1
TX003421,C0486,68.54,2024-06-18 11:04:10,Clothing,Basic,20,"26,096.00",0,Low,0
TX001567,C0204,68.54,2024-07-10 21:05:38,Healthcare,Standard,50,"60,197.00",0,Low,0
TX003436,C0223,68.53,2024-06-08 18:22:45,Online Shopping,Standard,46,"58,016.00",0,Low,0
TX006193,C0049,68.51,2024-08-29 15:56:12,Clothing,Standard,42,"82,699.00",0,Low,0
TX005854,C0056,68.49,2024-04-14 02:45:36,Groceries,Standard,49,"60,280.00",0,Low,1
TX000849,C0361,68.49,2024-09-19 07:57:52,Clothing,Student,44,"21,690.00",0,Low,0
TX001997,C0255,68.46,2024-08-06 05:45:31,Groceries,Basic,19,"22,068.00",0,Low,0
TX007966,C0412,68.46,2024-08-28 08:20:16,Dining,Standard,24,"54,863.00",0,Low,0
TX006555,C0355,68.44,2024-12-19 08:11:11,Entertainment,Student,37,"16,323.00",1,Low,0
TX001026,C0090,68.42,2024-11-24 16:39:06,Dining,Standard,44,"37,624.00",0,Low,0
TX007834,C0231,68.4,2024-12-11 05:52:41,Online Shopping,Premium,29,"99,079.00",0,Low,0
TX006565,C0108,68.35,2024-02-21 18:07:50,Dining,Basic,40,"24,824.00",1,Low,0
TX006933,C0063,68.34,2024-05-26 17:32:40,Fuel,Student,24,"17,279.00",0,Low,0
TX004267,C0349,68.33,2024-08-24 22:23:13,Clothing,Basic,29,"24,805.00",0,Low,0
TX001606,C0141,68.31,2024-11-03 12:33:46,Entertainment,Basic,40,"20,193.00",0,Low,0
TX001493,C0184,68.27,2024-12-30 07:47:57,Groceries,Basic,43,"36,801.00",0,Low,0
TX002000,C0216,68.23,2024-04-20 03:27:23,Dining,Standard,47,"58,261.00",1,Low,1
TX001974,C0484,68.22,2024-02-11 04:31:08,Dining,Standard,40,"82,390.00",0,Low,1
TX002316,C0168,68.22,2024-11-22 20:35:35,Groceries,Student,60,"8,041.00",0,Low,0
TX001752,C0230,68.21,2024-08-29 17:06:24,Entertainment,Standard,46,"37,804.00",0,Low,0
TX005355,C0244,68.21,2024-11-09 02:50:22,Dining,Premium,48,"111,035.00",0,Low,1
TX002268,C0070,68.19,2024-11-09 17:17:39,Groceries,Basic,30,"41,520.00",0,Low,0
